workerId	assignmentId	Treatment	Time	KnewAboutMoodStudy	AwareThisStudy_BotnetSpam	AwareThisStudy_Facebook	AwareThisStudy_OSCredentialSpoofing	AwareThisStudy_SocialPhishing	AwareThisStudy_WarningsDeception	PrevParticipated_BotnetSpam	PrevParticipated_Facebook	PrevParticipated_OSCredentialSpoofing	PrevParticipated_SocialPhishing	PrevParticipated_WarningsDeception	Proceed_BotnetSpam	Proceed_Facebook	Proceed_OSCredentialSpoofing	Proceed_SocialPhishing	Proceed_WarningsDeception	Surrogate_BotnetSpam	Surrogate_Facebook	Surrogate_OSCredentialSpoofing	Surrogate_SocialPhishing	Surrogate_WarningsDeception	XplainProceed_BotnetSpam	XplainProceed_Facebook	XplainProceed_OSCredentialSpoofing	XplainProceed_SocialPhishing	XplainProceed_WarningsDeception	XplainSurrogate_BotnetSpam	XplainSurrogate_Facebook	XplainSurrogate_OSCredentialSpoofing	XplainSurrogate_SocialPhishing	XplainSurrogate_WarningsDeception
AKZ8SFOAI4RZN	3IXEICO792K2M7HFWEGYAVSE57Q6T7	WithoutRemovingPositivePosts	3524	yes	no	yes	no	no	no	no	no	no	no	no	yes	unsure	caution	no	yes	indifferent	no	indifferent	no	indifferent										
AL16GX3JKE0GL	3TVRFO09GKGRM9T6OSNXOHVH80LXLB	InsertOnlyPostiveposts	416	no	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	caution	caution	no	no	no	indifferent	indifferent		candidates need to be informed and agree to the research	I think if the candidate was well informed it would be ok.			I can only envision my old grandmother getting spammed.	Facebook already has enough of my information	I value privacy.		
AL1AZW80M0LOD	33CID57104UF6BMS43G9H16D1BM3LV	WithoutRemovingNegativePosts	197	no	no	no	no	no	no	no	no	no	no	no	unsure	unsure	caution	caution	caution	no	indifferent	indifferent	indifferent	indifferent										
AL3U9R1JW2HN9	3LEIZ60CDJ0LQ2SC0D8SGTKXG8U9ZJ	NoAdvertising	184	no	no	no	no	no	no	no	no	no	no	no	caution	yes	caution	caution	caution	no	no	no	no	no										
AL9JECXO2GD79	32AT8R96GLAM9IU13W9BGWA86BDUST	Control	1025	no	no	no	no	no	no	no	no	no	no	no	yes	no	yes	yes	yes	yes	no	yes	yes	indifferent	I think this is a great experiment in something the public should be made aware of.	Way too intrusive.	There are so many hackers out there we need to teach the novice and beginners as well as the experts more than basic fundamentals and how to defend themselves.	These jokers need to be put in jail. I realize the high percentage of them don't reside in this country, but the ones that do, hard time.	Pretty much harmless study. However, I can imagine getting participants that are totally oblivious to the circumstance regarding the study. Almost impossible. So I have the same numbers would be askew	I would encourage anyone to participate in this experiment. I just want to know who is stupid enough to click on these gimmicky things on the Internet. Please I'll participate!	This study is too intrusive. Whose business is it that I share positive or negative post with FRIENDS. Why Does the Facebook platform care?	I would encourage anyone to participate with the researchers. The criteria in the study doesn't demonstrate any risk in my opinion.	Being a victim myself I would encourage anyone to participate. A few years ago I received an email from PayPal that was not addressed to me personally and gave all my information. What a mess…	I have no preference because so many security warnings are so trivial and unnecessary. I believe a good portion of security warnings should be labeled the crying Wolf. But I know the importance of Them, but don't really think this is a critical study compared to hackers getting your password.
ALACVD6D44UCR	3MRNMEIQW57DO3OPXSMLUASPSS7DL7	WithoutPublication	859	yes	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	caution	unsure	no	yes	yes	indifferent	indifferent	indifferent					I don't think it's right to deceive the users by giving them a false security prompt.					
ALBC6517LZV30	3F1567XTNW6CCARLDHPFP08TBBR9QJ	WithoutPublication	1353	yes	no	yes	no	no	no	no	no	no	no	no	caution	caution	yes	unsure	caution	no	no	yes	no	yes	People who are legitimately interested in buying the spammers' products won't be allowed to. This will upset them, and damage the company's business.	I think lots of studies of a similar sort have been performed, though not necessarily using social media.	Same as stated above; no risk of harm, potential benefit.	They're using Facebook to find students' real-life friends. While it's a tactic that real Phishers use, it's intrusive and ethically questionable, and could damage some personal relationships before the students are informed about the study.	It can be very stressful to think your computer has been breached.		Emotionally manipulative.	There is no real risk, and I think it would make the internet more secure.		Potential benefit to improve internet security warnings.
ALBWOA487QFW5	31T4R4OBOSH44QT9T2Q0RZS6C5U7CQ	WithoutImprovingProduct	695	yes	no	yes	no	no	no	no	no	no	no	no	no	no	caution	caution	yes	no	no	yes	yes	yes	The researchers should inform the participants	It is not ethical. The participants are not aware they are being experimented on and it can have negative effects.		The researchers need to be cautious of alarming the students in to thinking they were actually phished.	The experiment is safe and causes no harm; not informing the participant that their security behavior is being tested is the only way of accurately performing this experiment.		It can have a negative effect on people's lives.		It would be better to be phished by a researcher than an actual scam.	
ALBXPDBTFP1PB	3C2NJ6JBKAIG9TTUCGIJBJ5A0X42ND	Twitter	825	no	no	no	no	no	no	no	no	no	no	no	no	unsure	caution	no	caution	no	no	yes	no	indifferent	The benefits of this experiment are non-existent. You will never "beat" spam.		Prompt disclosure of the deception is extremely important.	This is illegal.	It is extremely important that they are promptly told that there was a ruse.	This is messed up. In fact, every one of these "experiments" are messed up and unethical.	Manipulation of people without their consent is unethical.	This study would be educational to any who participate.	This is illegal regardless of disclosure.	The deception is fully disclosed at the end. It's like being on Candid Camera.
ALCRMKFO9CIOU	3IQ1VMJRYTLKPUK4OLSTZ0TO7SH9AM	InsertOnlyPostiveposts	224	no	no	no	no	no	no	no	no	no	no	no	no	yes	caution	caution	yes	no	indifferent	no	no	indifferent										
ALEJV7D94ZLHF	3IGI0VL647LUG0IZZEGGIW8D1PSNO6	WithoutRemovingNegativePosts	273	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	indifferent	indifferent	indifferent	indifferent	indifferent										
ALGHDQO1LQ936	374TNBHA8BWRDBZTLTHVOH1KKJGYQZ	WithoutRemovingNegativePosts	437	no	no	no	no	no	no	no	no	no	no	no	yes	caution	caution	no	yes	indifferent	indifferent	indifferent	indifferent	indifferent		People may get upset about the process		Unfavorable deception 	Seems like this could help the general populace					
ALHRHGWKU7TC1	33C7UALJVLZOH1OUNATMO35AJSJ81Y	UnnamedCompany	365	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	yes	yes	yes	no	yes	yes	indifferent	indifferent										
ALK8IERMYHU5J	3PZDLQMM0TMXIPW3NQ95V8BY1KN2CA	InsertPosts	1178	yes	no	yes	no	no	no	no	no	no	no	no	yes	no	yes	yes	yes	yes	no	yes	yes	yes				As long as the researchers notify the students that this was a research study.			Unethical experiment because it could have caused emotional harm to participants.			
ALL93FV05T85L	3TOK3KHVJTJ5DFQCJ7ZRMZMN1D2O7H	UnnamedCompany	676	yes	no	yes	no	no	no	no	no	no	no	no	no	caution	yes	yes	yes	no	indifferent	yes	indifferent	yes	Same as above...People should know they are being studied and have the opportunity to not be involved.	Caution because you are messing with personal emotions and reactions and people can sometimes be volitile...mostly for negative study.			It could do some actual good for a common issue. 	People should know they are being studied and have the opportunity to not be involved.		If they were someone that would fall for the 'tricks' I would hope that they might learn from the experience in a safe environment.  If they don't fall for them, no harm done either. 		Their responses could be helpful to the research and pose no risk. 
ALN7AC94I3X70	3ZOTGHDK5ICRWDA47AX2HQIJOO4OSN	WithoutRemovingNegativePosts	988	no	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	no	no	yes	indifferent	yes	The experiment could upset people too much.	Yes, but only to consenting participants.	They could learn valuable information.	It could raise awareness to a problem if necessary.	It could lead to good data.	It seems to go too far.  Going so far as to order from a fake store and not receive the product or service.	If it increases their negative moods I would not want that.	I shouldn't cause any harm.	It would not cause harm.	It seems valuable.
ALRJNZDNA380G	3QECW5O0KH2633H1RV6TIPEE9CS5T3	UnnamedCompany	1474	yes	no	no	no	no	no	no	no	no	no	no	unsure	caution	yes	no	yes	indifferent	indifferent	indifferent	no	indifferent	Although it doesn't appear to have any harmful consequences I can not say that this is ethical since the people are not informed at any point that they will be part of a published study that their actions were directly involved in. It is helpful that no one is identified so that may make it ok.	They are dealing with people's moods and need to make sure they are not crossing any ethical lines.	It seems to follow ethical guidelines as far as I know. The participants will be explained everything in the end and kept anonymous. It may also serve the participants in the future by making them aware of real hackers who actually steal passwords.	They are going to take information from facebook so that they can send an email that looks like it is from another student that the participant know and who is not part of the study. It does not state whether this other student will be informed in any way at anytime. 	It sounds like a good research topic that doesn't cause any harm to anyone involved and the participants will be informed at the end so they won't be worried about anything after the study is complete. The participants are also kept anonymous which is good.	It does not seem that there is any benefit or harm that would be done to the person I care about so I have no preference.	I think this is an interesting topic that should be studied as someone is needed to be the participants. It doesn't seem that it would have harmful consequences that would be long lasting or serious.	The research seems to have a good reason and there doesn't seem to be any benefit or harm that could come to the person I care about. 	While it doesn't appear to have any serious consequences I still do not agree with the method of this research. It would need to be changed some.	It seems like good research and there doesn't appear to be any real consequences so I would not be concerned if someone I cared for participated.
ALU2AH2VRFS54	31Z0PCVWUKGLQ7VKFOLQG9SA0ITT7C	UnnamedCompany	432	no	no	no	no	no	no	no	no	no	no	no	yes	caution	yes	caution	yes	yes	indifferent	yes	yes	yes	People like my parents have been affected. I think raising awareness for spam email is important.	Messing with people's emotions can be dangerous.	It would really benefit society as a whole by raising awareness of hacking.	Some people may be offended. They should be careful.	It's for the benefit of society.	Spam email awareness is important.	I don't really consider social media to be very important.	It would really help people like my parents.	Phishing awareness is important.	Improving security is always good.
ALUDXW3IOA47K	3DH6GAKTYYQ0R30K8P08FADOPIFZY0	WithoutPublication	258	no	no	no	no	no	no	no	no	no	no	no	caution	yes	caution	unsure	no	no	yes	no	no	no										
ALWFUG27UYN71	3I0BTBYZAXM3PIUU4VNG9BA2793Y0A	InsertPosts	157	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes										
ALWWVPEHWH06	3DHE4R9OCWCAZ1C8PC5OLZWDZK72GS	UnnamedCompany	462	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	yes	no	indifferent	no	no	indifferent								The manner, which is ultimately deception in the name of science is deceptive in nature.		
AM2LWNW5F749V	3RJSC4XJ10V5NUKATTIJYEC9CDT058	Control	338	no	no	no	no	no	no	no	no	no	no	no	no	unsure	no	unsure	unsure	no	yes	no	indifferent	no						I wouldn't want them to be part of this experiment because he might get hurt				
